Illinois,Wyoming,Minnesota,New Mexico State,Michigan State,Western Michigan,Michigan,Colorado State,Iowa,South Dakota State,Rutgers,Boston College,Maryland,Buffalo,Nebraska,North Dakota,Wisconsin,Illinois State,Ohio State,Notre Dame,Western Illinois,Penn State,Ohio,Duke,Northwestern,Arkansas State,Washington State,Charlotte,Virginia,Iowa State,Purdue,Indiana State,Wagner,Akron,Georgia Southern,Indiana,Idaho,Hawai'i,Oklahoma,Western Kentucky,Connecticut,Southern Illinois,Syracuse,Temple,Auburn,Colorado,Toledo,Nevada,SMU,Washington,Chattanooga,Central Michigan,Cincinnati,Miami (OH),Florida Atlantic
0.5142084844219736,0.027106126456768142,0.03600488415459866,0.0,0.03788088251166898,0.0,0.04261160830433574,0.0,0.04024692115074124,0.0,0.0,0.0,0.0,0.0,0.04964012063424383,0.0,0.05278984595609038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05866800855504259,0.0,0.0,0.0,0.03187914605491238,0.0,0.03835261968272463,0.0,0.0,0.0,0.0,0.0430864121825921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027524939934307307,0.0,0.0,0.0,0.0
0.6747264825187823,0.3252735174812176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04732844917873467,0.0,0.5532862457199805,0.024665324778290743,0.05410133609269283,0.0,0.0,0.0,0.04024692115074124,0.0,0.027524939934307307,0.0,0.0,0.0,0.044980713650608704,0.0,0.044980713650608704,0.0,0.0,0.0,0.019500538892597553,0.05453271946752786,0.0,0.0,0.028800613865805475,0.0,0.0,0.0,0.0,0.0,0.03694045693850085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023111026679603658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.35200805133025553,0.25129633959836384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39669560907138074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04545245082166435,0.0,0.0292319972406405,0.0,0.5329069782218827,0.03143139354621683,0.0519019397871165,0.0,0.0,0.0,0.03882521340893256,0.0,0.048258241494408514,0.0,0.0,0.0,0.03882521340893256,0.0,0.028372257993767608,0.0,0.0,0.05055156480018826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019500538892597553,0.0,0.03788088251166898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04686132787198285,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.622823277445398,0.3771767225546019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.037589284642151624,0.0,0.0,0.0,0.02901359404266169,0.0,0.5659139447870145,0.020637154701454528,0.04411765384885778,0.0,0.05304316765427441,0.0,0.03540241816866889,0.0,0.025407636862437515,0.0,0.0,0.0,0.04790948288041523,0.0,0.0,0.02819398834822426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02942690405068835,0.0,0.0,0.0,0.0,0.047496172872388574,0.0,0.0199556139209752,0.0,0.0,0.01589298321978758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.7317169888810912,0.26828301111890873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0430864121825921,0.0,0.0430864121825921,0.0,0.0,0.0,0.035539208330404075,0.0,0.5012088236958641,0.039772486129887485,0.04964012063424383,0.0,0.0,0.0,0.03835261968272463,0.0,0.03507509183892482,0.0,0.06097641574009093,0.0,0.0,0.0,0.0,0.0,0.0323293039128732,0.0,0.0,0.0,0.0,0.04024692115074124,0.05145418727842096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292319972406405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5227301664413502,0.4772698335586498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.055808393399026025,0.0,0.04450811992440077,0.0,0.025869901707869392,0.0,0.03369321269908951,0.0,0.5192873202567692,0.04213655876630637,0.05827009727567812,0.0,0.041196774567026966,0.0,0.0,0.0,0.059062233831041144,0.0,0.0,0.021985761097629036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01721739848810321,0.0,0.0,0.03835261968272463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04261160830433574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49436129480432356,0.5056387051956763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03507509183892482,0.0,0.044980713650608704,0.0,0.0,0.0,0.025063236057655213,0.0,0.5053569672620404,0.03187914605491238,0.0,0.0,0.04779412500292926,0.0,0.035539208330404075,0.0,0.0,0.055386325230319604,0.0,0.0,0.03835261968272463,0.0,0.0,0.05746343162546394,0.0,0.0,0.040721725028997596,0.0,0.0,0.0,0.0,0.0440347905522945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03835261968272463,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6174502473410515,0.3825497526589485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03369321269908951,0.0,0.03835261968272463,0.0,0.0,0.0,0.055808393399026025,0.0,0.044980713650608704,0.0,0.04213655876630637,0.0,0.0,0.0,0.523166134375777,0.03187914605491238,0.041196774567026966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430864121825921,0.0,0.0,0.0,0.0,0.0,0.04450811992440077,0.0,0.0,0.0,0.04024692115074124,0.03507509183892482,0.0,0.0,0.025869901707869392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6174502473410515,0.3825497526589485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03054348737724295,0.0,0.03835261968272463,0.01721739848810321,0.04450811992440077,0.0,0.0,0.0,0.048258241494408514,0.0,0.0,0.0,0.035539208330404075,0.0,0.04213655876630637,0.0,0.5287882895215372,0.024665324778290743,0.055808393399026025,0.0,0.0,0.0,0.0,0.0,0.05746343162546394,0.0,0.04024692115074124,0.0,0.0,0.0,0.03647200546135049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040161026605111,0.29598389733948904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
